"movie","scene","character","dialog"
"Harry Potter and the Philosopher's Stone","Quidditch","Ron","Let's open it."
"Harry Potter and the Philosopher's Stone","Quidditch","Harry","It's a broomstick!"
"Harry Potter and the Philosopher's Stone","Quidditch","Ron","Thats not just any broomstick, Harry.  It's a Nimbus 2000!"
"Harry Potter and the Philosopher's Stone","Quidditch","Harry","But who...?"
"Harry Potter and the Philosopher's Stone","Quidditch","Oliver","Scared, Harry?"
"Harry Potter and the Philosopher's Stone","Quidditch","Harry","A little."
"Harry Potter and the Philosopher's Stone","Quidditch","Oliver","That's all right. I felt the same way before my first game."
"Harry Potter and the Philosopher's Stone","Quidditch","Harry","What happened?"
"Harry Potter and the Philosopher's Stone","Quidditch","Oliver","Er, I don't really remember. I took a bludger to the head 2 minutes in. Woke up in the hospital a week later."
"Harry Potter and the Philosopher's Stone","Quidditch","Lee","Hello, and welcome to Hogwarts' first Quidditch game of the season! Today's game Slytherin versus Gryffindor!!!"
"Harry Potter and the Philosopher's Stone","Quidditch","Neville","Gryffindor!"
"Harry Potter and the Philosopher's Stone","Quidditch","Lee","The players take their positions as Madam Hooch steps out onto the field to begin the game."
"Harry Potter and the Philosopher's Stone","Quidditch","Hooch","Now, I want a nice clean game...from all of you."
"Harry Potter and the Philosopher's Stone","Quidditch","Lee","The bludgers are up...followed by the Golden Snitch. Remember, the snitch is worth 150 points. The seeker who catches the Snitch ends the game."
"Harry Potter and the Philosopher's Stone","Quidditch","Lee","The Quaffle is released...and the game begins!"
"Harry Potter and the Philosopher's Stone","Quidditch","Lee","Angelina Johnson scores! 10 points for Gryffindor!"
"Harry Potter and the Philosopher's Stone","Quidditch","Harry","Yes!  Whoa!"
"Harry Potter and the Philosopher's Stone","Quidditch","Hagrid","Well done!"
"Harry Potter and the Philosopher's Stone","Quidditch","Lee","Slytherin takes possession of the Quaffle. Bletchley passes to Captain Marcus Flint."
"Harry Potter and the Philosopher's Stone","Quidditch","Ron and Seamus","Yay!"
"Harry Potter and the Philosopher's Stone","Quidditch","Harry","Yes!"
"Harry Potter and the Philosopher's Stone","Quidditch","Lee","Another 10 points to Gryffindor!"
"Harry Potter and the Philosopher's Stone","Quidditch","Gryffindors","Yay!"
"Harry Potter and the Philosopher's Stone","Quidditch","Flint","Give me that!"
"Harry Potter and the Philosopher's Stone","Quidditch","Flint","Take that side!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Harry","Whoa! Whooa!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hagrid","What's going on with Harry's broomstick?"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hermione","It's Snape! He's jinxing the broom!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Ron","Jinxing the broom? What do we do?"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hermione","Leave it to me."
"Harry Potter and the Philosopher's Stone","Interference Overcome","Ron","Come on, Hermione!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hermione","Lacarnum Inflamarae."
"Harry Potter and the Philosopher's Stone","Interference Overcome","Man","Fire! You're on fire!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Snape","What? Oh!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Ron","Go!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hagrid","Go go go!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hagrid","Looks like he's gonna be sick!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Lee","He's got the Snitch! Harry Potter receives 150 points for catching the Snitch!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hooch","Gryffindor win!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Draco","No!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hagrid","Yes!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Hermione","Whoo-hoo!"
"Harry Potter and the Philosopher's Stone","Interference Overcome","Crowd","Go go Gryffindor! Go go Gryffindor! Go go Gryffindor! Go go Gryffindor!"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hagrid","Nonsense! Why would Snape put a curse on Harry’s broom?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Who knows? Why was he trying to get past that three-headed dog on Halloween?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hagrid","Who told you ‘bout Fluffy?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Fluffy?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hermione","That thing has a name?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hagrid","Well, of course he's got a name. He's mine. I bought him off an Irish feller I met down at the pub last year. Then I lent him to Dumbledore to guard the.."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Yes?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hagrid","Shouldn’t have said that. No more questions! Don’t ask any more questions. That's top secret, that is."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","But, Hagrid, whatever Fluffy's guarding, Snape's trying to steal it."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hagrid","Codswallop. Professor Snape is a Hogwarts teacher."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hermione","Hogwarts teacher or not, I know a spell when I see one. I've read all about them. You've got to keep eye contact and Snape wasn't blinking."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Exactly."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hagrid","Now, you listen to me, all three of you. You're meddling in things that ought not to be meddled in. It's dangerous. What that dog is guarding is strictly between Dumbledore and Nicholas Flamel."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Nicholas Flamel?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hagrid","I shouldn't said that. I should not have said that."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Nicholas Flamel.  Who's Nicholas Flamel?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hermione","I don't know."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ghosts","Merry Christmas. Merry Christmas. Ring the Hogwart bell. Merry Christmas. Merry Christmas..."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Knight to E5."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Queen to E5."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hermione","That's totally barbaric!"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","That's wizard's chess.  I see you've packed."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hermione","See you haven't."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Change of plans, my parents decided to go to Romania to visit my brother Charlie. He's studying dragons there."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hermione","Good, you can help Harry, then. He's going to go and look in the library for information on Nicholas Flamel."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","We've looked a hundred times."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Hermione","Not in the restricted section. Happy Christmas."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","I think we've had a bad influence on her."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Harry wake up! Come on Harry, wake up!"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Happy Christmas, Harry."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Happy Christmas, Ron.  What are you wearing?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Oh. My mum made it.  It looks like you've got one too."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","I-I've got presents?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Yeah!"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","There they are."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","Your father left this in my possession before he died. It is time it was returned to you. Use it well."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","What is it?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","It's some kind of cloak."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Well, let's see then, put it on."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","Whoa!"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","My body's gone!"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","I know what that is. That's an invisibility cloak."
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","I'm invisible?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Ron","They're really rare.  I wonder who gave it to you?"
"Harry Potter and the Philosopher's Stone","Christmas Gift","Harry","There was no name. It just said use it well."
"Harry Potter and the Philosopher's Stone","Cloaked in darkness","Harry","Famous fire eaters...15th Century Fiends...Flamel...Nicholas Flamel...where are you?"
"Harry Potter and the Philosopher's Stone","Cloaked in darkness","Filch","Who's there?!  I know you're in there. You can't hide.  Who is it? Show yourself!"
"Harry Potter and the Philosopher's Stone","Cloaked in darkness","Quirrell","Severus...I-I thought..."
"Harry Potter and the Philosopher's Stone","Cloaked in darkness","Snape","You don't want me as your enemy, Quirrell."
"Harry Potter and the Philosopher's Stone","Cloaked in darkness","Quirrell","W-what do you m-mean?"
"Harry Potter and the Philosopher's Stone","Cloaked in darkness","Snape","You know perfectly well what I mean.  We'll have another chat soon...when you've had time to decide where your loyalties lie."
"Harry Potter and the Philosopher's Stone","Cloaked in darkness","Filch","Oh, Professors. I found this, in the Restricted Section. It's still hot. That means there's a student out of bed."
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","Mum?  Dad?"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","Ron! You've really got to see this! Ron! You've got to see this!  Ron, Ron, come on. Get out of bed!"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Ron","Why?"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","There's something you've got to see. Now, come on!"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","Come on. Come. Come look, it's my parents!"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Ron","I only see me."
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","Look in properly. Go on. Stand there. There. You see them, don't you? Thats my dad"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Ron","That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","How can it? Both my parents are dead."
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","George","Do you like yours, Ron?  Ron?"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Ron","I'll be right back.  Want to play chess?"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","No."
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Ron","We go and visit Hagrid?"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","No."
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Ron","Harry, I know what you're thinking, but don't. There's something not quite right about that mirror."
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Dumbledore","Back again, Harry?  I see that you, like so many before you, have discovered the delights of the Mirror of Erised. I trust by now you realize what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is."
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Harry","So, then it shows us what we want? Whatever we want?"
"Harry Potter and the Philosopher's Stone","The Mirror of Erised","Dumbledore","Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live."
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Hi, Hedwig."
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","Look at you playing with your cards. Pathetic! We've got final exams coming up soon."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","I'm ready! Ask me any question."
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","All right, what are the three most crucial ingredients in a Forgetfulness Potion?"
"Harry Potter and the Philosopher's Stone","Norbert","Ron","...I forgot."
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","And what, may I ask, do you plan to do if this comes up in the final exam?"
"Harry Potter and the Philosopher's Stone","Norbert","Ron","Copy off you?"
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","No, you won't! Besides, according to Professor McGonagall, we're to be given special quills bewitched with an anti-cheating spell."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","That's insulting! It's as if they don't trust us!  Dumbledore again!"
"Harry Potter and the Philosopher's Stone","Norbert","Ron","Leg-Locker Curse?"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Malfoy."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","You have got to start standing up to people, Neville."
"Harry Potter and the Philosopher's Stone","Norbert","Neville","How? I can barely stand at all!"
"Harry Potter and the Philosopher's Stone","Norbert","Seamus","I'll do the counter-curse!"
"Harry Potter and the Philosopher's Stone","Norbert","Neville Longbottom","No, that's all I need... you to set my bloody kneecaps on fire!"
"Harry Potter and the Philosopher's Stone","Norbert","Seamus","I don't appreciate the insinuation, Longbottom. Besides, if anyone cares to notice, my eyebrows have completely grown back!"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","I found him!"
"Harry Potter and the Philosopher's Stone","Norbert","Ron","'Dumbledore is particularly famous for his defeat of the Dark"" Wizard Grindelwald in 1945–'"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Go on."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","'-for his discovery of the 12 uses of Dragon Blood, and his work on alchemy with his partner Nicolas Flamel!'"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","I knew the name sounded familiar. I read it on the train that day."
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","Follow me!"
"Harry Potter and the Philosopher's Stone","Norbert","Neville Longbottom","Hey, wait, where are you going? What about the counter-curse?!"
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","This is light?"
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","Of course! Here it is!  ""Nicholas Flamel is the only known maker of the Philosopher's Stone!"""
"Harry Potter and the Philosopher's Stone","Norbert","Ron and Harry","The what?"
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal."""
"Harry Potter and the Philosopher's Stone","Norbert","Ron","Immortal?"
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","It means you'll never die."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","I know what it means!"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Shh!"
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Hagrid!"
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today."
"Harry Potter and the Philosopher's Stone","Norbert","All three","We know about the Philosopher's Stone!"
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Oh."
"Harry Potter and the Philosopher's Stone","Norbert","Harry","We think Snape's trying to steal it."
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Snape? Blimey, Harry, you're not still on about him, are you?"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Hagrid, we know he's after the Stone. We just don't know why."
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Snape is one of the teachers protecting the Stone! He's not about to steal it!"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","What?"
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","You heard. Right. Come on, now, I'm a bit preoccupied today."
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Wait a minute.  One of the teachers?"
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","Of course! There are other things defending the Stone, aren't there? Spells, enchantments."
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","That's right. Waste of bloody time, if you ask me.  Ain't no one gonna get past Fluffy. Hehe, not a soul knows how. Except for me and Dumbledore. I shouldn't have told you that. I shouldn't have told you that.  Oh!  Ooh! Ooh! Ooh! Ooh!"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Uh, Hagrid, what exactly is that?"
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","That? It's a ... its um..."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","I know what that is! But Hagrid, how did you get one?"
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","I won it. Off a stranger I met down at a pub. Seemed quite glad to be rid off it, as a matter of fact."
"Harry Potter and the Philosopher's Stone","Norbert","Hermione","Is that...a dragon?"
"Harry Potter and the Philosopher's Stone","Norbert","Ron","That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania."
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Isn't he beautiful? Oh. Bless him, look. He knows his mummy. Hehe. Hallo, Norbert."
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Norbert?"
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Yeah, well, he's got to have a name, doesn't he?  Don't you, Norbert?  Dededede."
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Ohh!  Oooh, ooh, ooh, well...he'll have to be trained up a bit, of course.  Who's that?"
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Malfoy."
"Harry Potter and the Philosopher's Stone","Norbert","Hagrid","Oh, dear."
"Harry Potter and the Philosopher's Stone","Norbert","Harry","Hagrid always wanted a dragon. He told me so the first time I met him."
"Harry Potter and the Philosopher's Stone","Norbert","Ron","It's crazy. And worse, Malfoy knows."
"Harry Potter and the Philosopher's Stone","Norbert","Harry","I don't understand. Is that bad?"
"Harry Potter and the Philosopher's Stone","Norbert","Ron","It's bad."
"Harry Potter and the Philosopher's Stone","Norbert","McGonagall","Good evening."
"Harry Potter and the Philosopher's Stone","Norbert","McGonagall","Nothing, I repeat, nothing gives a student the right to walk about the school at night. Therefore, as punishment for your actions, 50 points will be taken."
"Harry Potter and the Philosopher's Stone","Norbert","Harry","50?!"
"Harry Potter and the Philosopher's Stone","Norbert","McGonagall","Each.  And to ensure it doesn't happen again, all four of you will receive detention."
"Harry Potter and the Philosopher's Stone","Norbert","Draco","Excuse me, Professor. Perhaps I heard you wrong. I thought you said...""the four of us."""
"Harry Potter and the Philosopher's Stone","Norbert","McGonagall","No, you heard me correctly, Mr. Malfoy. You see, as honorable as your intentions were, you too were out of bed after hours. You will serve detention with your classmates."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Filch","A pity they let the old punishments die. There was a time detention would find you hanging by your thumbs in the dungeons. God, I miss the screaming.  You'll be serving detention with Hagrid tonight. He's got a little job to do inside the dark forest.  A sorry lot this, Hagrid. Oh, good God, man, you're not still on about that bloody dragon, are you?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hagrid","Norbert's gone. Dumbledore sent him off to Romania to live in a colony."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hermione","Well, that's good, isn't it? He'll be with his own kind."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hagrid","Yeah, but what if he don't like Romania? {Filch rolls eyes.} What if the other dragons are mean to him? He's only a baby, after all."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Filch","Oh, for Gods sake, pull yourself together, man. You're going into the forest, after all. Got to have your wits about you."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Draco","The forest? I thought that was a joke! We can't go in there. Students aren't allowed. And there are......werewolves!"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Filch","There's more than werewolves in those trees, lad. You can be sure of that.  Nighty-night."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hagrid","Right. Let's go."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Harry","Hagrid, what's that?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hagrid","What we're here for. See that? That's unicorn's blood, that is. I found one dead a few weeks ago. Now, this one's been injured bad by something.  So, it's our job to find the poor beast. Ron, Hermione, you'll come with me."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Ron","Okay."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hagrid","And Harry, you'll go with Malfoy."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Draco","Okay. Then I get Fang!"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hagrid","Fine. Just so you know, he's a bloody coward."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Draco","You wait till my father hears about this. This is servant's stuff."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Harry","If I didn't know better, Draco, I'd say you were scared."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Draco","Scared, Potter?!  Did you hear that? Come on, Fang. Scared."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Harry","What is it, Fang?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Draco","HELP!!!!!"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Firenze","Harry Potter, you must leave. You are known to many creatures here. The forest is not safe at this time. Especially for you."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Harry","But what was that thing you saved me from?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Firenze","A monstrous creature. It is a terrible crime to slay a unicorn. Drinking the blood of a unicorn will keep you alive even if you are an inch from death. But at a terrible price. You have slain something so pure that the moment the blood touches your lips, you will have a half-life. A cursed life."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Harry","But who would choose such a life?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Firenze","Can you think of no one?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Harry","Do you mean to say...that that thing that killed the unicorn...that was drinking its blood...that was Voldemort?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Firenze","Do you know what is hidden in the school at this very moment?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Harry","The Philosopher's Stone."
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hermione","Harry!"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Hagrid","Hello there, Firenze. I see you've met our young Mr. Potter. You all right there, Harry?"
"Harry Potter and the Philosopher's Stone","The Forbidden Forest","Firenze","Harry Potter, this is where I leave you. You're safe now. Good luck."
"Harry Potter and the Philosopher's Stone","Up to Something","Hermione","You mean You-Know-Who's out there, right now, in the forest?"
"Harry Potter and the Philosopher's Stone","Up to Something","Harry","But he's weak. He's living off the unicorns. Don't you see? We had it wrong! Snape doesn't want the Stone for himself; he wants the Stone for Voldemort. With the Elixir of Life, Voldemort will be strong again. He'll... he'll come back."
"Harry Potter and the Philosopher's Stone","Up to Something","Ron","But, if he comes back, you don't think he'll try to... kill you, do you?"
"Harry Potter and the Philosopher's Stone","Up to Something","Harry","I think if he'd had the chance, he might've tried to kill me tonight."
"Harry Potter and the Philosopher's Stone","Up to Something","Ron","And to think I've been worrying about my Potions final."
"Harry Potter and the Philosopher's Stone","Up to Something","Hermione","Hang on a minute.  We're forgetting one thing. Who's the one wizard Voldemort always feared? Dumbledore. As long as Dumbledore's around, Harry, you're safe. As long as Dumbledore's around, you can't be touched."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Harry","You?  No. I-it can’t be. Snape, h-he was the one—-"
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Quirrell","Yes. He does seem the type, doesn’t he? Next to him, who would suspect p-p-p-poor st-stuttering Professor Quirrell?"
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Harry","But-but that day, during the Quidditch match, Snape tried to kill me."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Quirrell","No, dear boy. I tried to kill you.  And trust me, if Snape’s cloak hadn’t caught fire and broken my eye contact, I would have succeeded, even with Snape muttering his little countercurse."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Harry","Snape was trying to save me?"
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Quirrell","I knew you were a danger to me right from the off. Especially after Halloween."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Harry","Then-then you let the troll in."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Quirrell","Very good, Potter, yes. Snape, unfortunately, wasn’t fooled. While everyone else was running about the dungeon, he went to the third floor to head me off. He, of course, never trusted me again.  He rarely left me alone. But he doesn’t understand. I’m never alone, never.  Now, what does this mirror do? I see what I desire. I see myself holding the stone. But how do I get it?"
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Unseen Inhuman Voice","Use the boy."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Quirrell","Come here, Potter. Now!  Tell me... what do you see?  What is it?  What do you see?"
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Harry","I-I’m shaking hands with Dumbledore. I’ve won the House Cup."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Unseen Inhuman Voice","He lies."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Quirrell","Tell the truth! What do you see?!"
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Unseen Inhuman Voice","Let me speak to him."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Quirrell","Master, you are not strong enough."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Unseen Inhuman Voice","I have strength enough for this."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Voldemort","Harry Potter, we meet again."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Harry","Voldemort."
"Harry Potter and the Philosopher's Stone","Man With Two Faces","Voldemort","Yes. You see what I’ve become? See what I must do to survive? Live off another, a mere parasite. Unicorn blood can sustain me, but it cannot give me a body of my own. But there is something that can, something that, conveniently enough, lies in your pocket."
"Harry Potter and the Philosopher's Stone","Magic Touch","Voldemort","Stop him.  Don't be a fool! Why suffer a horrific death when you can join me and live?!"
"Harry Potter and the Philosopher's Stone","Magic Touch","Harry","Never!"
"Harry Potter and the Philosopher's Stone","Magic Touch","Voldemort","Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again? Together, we can bring them back.  All I ask for is something in return.  That's it, Harry. There is no good and evil. There is only power, and those too weak to seek it. Together, we'll do extraordinary things. Just give me the stone!"
"Harry Potter and the Philosopher's Stone","Magic Touch","Harry","You liar!"
"Harry Potter and the Philosopher's Stone","Magic Touch","Voldemort","Kill him!"
"Harry Potter and the Philosopher's Stone","Magic Touch","Quirrell","Ahh! Ahh!  What is this magic?"
"Harry Potter and the Philosopher's Stone","Magic Touch","Voldemort","Fool! Get the stone!"
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","Good afternoon, Harry. Ah. Tokens from your admirers?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","Admirers?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows.  Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs."
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","Ron was here? Is he all right? What about Hermione?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","Fine. They're both just fine."
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","But, what happened to the Stone?"
